queryID, subjectID
contig21013,AT5G60450
contig21014,AT5G60450
contig21015,AT5G19330
contig21018,AT5G19330
contig21019,AT3G20300
contig21020,AT3G20300
contig21021,AT3G20300
contig21022,AT1G50630
contig21023,AT3G20300
contig21024,AT3G20300
contig21025,AT4G30100
contig21026,AT4G30100
contig21028,AT4G30100
contig21029,AT4G30100
contig21030,AT4G30100
contig21031,AT4G30100
contig21032,AT4G30100
contig21033,AT4G30100
contig21034,AT4G30100
contig21035,AT4G30100
contig21036,AT4G30100
contig21041,AT5G57300
contig21043,AT4G04180
contig21044,AT4G04180
contig21045,AT4G04180
contig21046,AT4G04180
contig21047,AT4G04180
contig21048,AT4G08230
contig21049,AT4G08230
contig21050,AT4G08230
contig21051,AT4G08230
contig21052,AT4G08230
contig21055,AT5G27770
contig21056,AT3G05560
contig21057,AT3G18040
contig21060,AT4G01870
contig21061,AT4G01870
contig21062,AT4G01870
contig21063,AT4G01870
contig21064,AT1G33110
contig21066,AT4G10930
contig21067,AT4G10930
contig21068,AT4G15930
contig21069,AT4G15930
contig2107,AT5G64400
contig21070,AT4G15930
contig21071,AT4G15930
contig21072,AT3G06470
contig21076,AT2G28400
contig2108,AT5G64400
contig21084,AT3G14400
contig21085,AT5G10860
contig21086,AT5G10860
contig21087,AT5G10860
contig21089,AT3G12630
contig2109,AT5G64400
contig21090,AT5G15200
contig21091,AT5G39850
contig21092,AT5G39850
contig21093,AT5G39850
contig21094,AT5G39850
contig21095,AT5G15200
contig21096,AT1G65430
contig21097,AT1G65430
contig21098,AT2G31510
contig211,AT1G04850
contig2110,AT5G64400
contig21100,AT2G31510
contig21101,AT1G65430
contig21102,AT2G31510
contig21103,AT2G31510
contig21104,AT2G31510
contig21105,AT3G57785
contig21106,AT3G57785
contig21107,AT4G17140
contig21108,AT4G17140
contig21109,AT4G19040
contig2111,AT5G64400
contig21110,AT4G19040
contig21114,AT3G60740
contig21115,AT1G80260
contig21116,AT1G80260
contig21117,AT1G80260
contig21118,AT1G80260
contig21119,AT3G59890
contig2112,AT5G64400
contig21120,AT3G59890
contig21127,AT3G02570
contig21128,AT3G02570
contig2113,AT5G64400
contig21130,AT3G19810
contig21131,AT3G19810
contig21132,AT3G19810
contig21133,AT3G19810
contig21135,AT3G19810
contig21138,AT2G19680
contig21139,AT2G19680
contig2114,AT5G64400
contig21140,AT2G19680
contig21141,AT2G19680
contig21142,AT2G19680
contig21143,AT2G19680
contig21146,AT3G46430
contig21147,AT3G46430
contig21148,AT3G46430
contig21149,AT3G46430
contig2115,AT5G64400
contig21150,AT3G46430
contig21151,AT3G46430
contig21158,AT3G62260
contig2116,AT2G18230
contig21161,AT5G66631
contig21162,AT5G66631
contig21165,AT4G35220
contig21167,AT4G35220
contig21169,AT5G11850
contig2117,AT2G18230
contig21170,AT5G11850
contig21172,AT5G11850
contig21173,AT5G11850
contig21174,AT5G11850
contig21175,AT5G11850
contig21176,AT1G53710
contig21177,AT1G53710
contig21178,AT1G53710
contig21179,AT1G53710
contig2118,AT5G54250
contig21186,AT3G20270
contig21187,AT3G20270
contig21188,AT3G20270
contig21189,AT3G28715
contig2119,AT5G54250
contig21190,AT3G28715
contig21191,AT3G28710
contig21192,AT3G28715
contig21193,AT3G28715
contig21194,AT2G34480
contig21195,AT2G34480
contig21196,AT2G38130
contig21198,AT2G38130
contig21199,AT2G38130
contig212,AT1G04850
contig2120,AT5G54250
contig21202,AT2G38130
contig21203,AT2G38130
contig21206,AT1G80520
contig21207,AT1G12650
contig21208,AT1G12650
contig21209,AT1G12650
contig2121,AT5G54250
contig21210,AT1G12650
contig21211,AT1G12650
contig21212,AT1G01300
contig21213,AT3G61820
contig21214,AT1G01300
contig21219,AT1G15060
contig2122,AT5G54250
contig21220,AT1G15060
contig21221,AT1G15060
contig21222,AT1G15060
contig21223,AT1G15060
contig21224,AT1G15060
contig21225,AT1G15060
contig21226,AT1G15060
contig21227,AT1G15060
contig21228,AT1G15060
contig21229,AT1G15060
contig2123,AT5G54250
contig21230,AT1G15060
contig21231,AT1G15060
contig21232,AT3G15190
contig21233,AT3G15190
contig21234,AT3G15190
contig21235,AT3G15190
contig21236,AT3G15190
contig21237,AT1G73470
contig21238,AT1G73470
contig2124,AT5G54250
contig21248,AT3G56940
contig21249,AT3G56940
contig2125,AT5G54250
contig21250,AT3G56940
contig21252,AT5G25060
contig21253,AT5G58740
contig21254,AT5G58740
contig21255,AT5G58740
contig21256,AT2G22260
contig21257,AT2G22260
contig21258,AT2G22260
contig21259,AT1G18060
contig2126,AT5G54250
contig21260,AT1G18060
contig21261,AT1G18060
contig21262,AT1G18060
contig21263,AT1G18060
contig21264,AT1G18060
contig21265,AT1G18060
contig21266,AT1G18060
contig21268,AT1G18060
contig21269,AT1G18060
contig2127,AT5G54870
contig21270,AT5G10020
contig21271,AT5G10020
contig21272,AT5G10020
contig21273,AT5G10020
contig21274,AT5G44240
contig21275,AT5G44240
contig21276,AT5G44240
contig21277,AT5G44240
contig21278,AT5G47480
contig21279,AT5G47480
contig2128,AT1G70160
contig21280,AT4G21300
contig21281,AT4G21300
contig21291,AT1G29120
contig21292,AT1G29120
contig21293,AT1G29120
contig21296,AT1G68940
contig21297,AT1G68940
contig21298,AT1G21930
contig213,AT2G45530
contig2130,AT1G05370
contig21300,AT1G04950
contig21301,AT1G21930
contig21302,AT1G04950
contig21303,AT1G21930
contig21304,AT1G21930
contig21305,AT1G10870
contig21306,AT1G10870
contig21307,AT2G22370
contig21309,AT5G62790
contig2131,AT1G05370
contig21310,AT5G62790
contig21311,AT5G61970
contig21312,AT5G61970
contig21313,AT5G61970
contig21314,AT5G61970
contig21315,AT5G61970
contig21316,AT5G61970
contig21317,AT5G61970
contig21318,AT5G61970
contig21319,AT5G61970
contig2132,AT5G67590
contig21320,AT5G61970
contig21321,AT5G61970
contig21322,AT5G61970
contig21323,AT2G46280
contig21324,AT1G62850
contig21325,AT1G62850
contig21326,AT1G62850
contig21327,AT2G46280
contig21328,AT1G62850
contig21329,AT1G62850
contig2133,AT5G67590
contig21330,AT5G66860
contig21333,AT1G62850
contig21337,AT4G10770
contig21339,AT4G10770
contig2134,AT5G67590
contig2135,AT5G67590
contig21352,AT4G32960
contig21354,AT4G32960
contig21355,AT5G63310
contig21356,AT5G63310
contig21357,AT5G53370
contig21359,AT5G53370
contig2136,AT5G67590
contig21360,AT5G53370
contig21361,AT2G43680
contig21362,AT2G43680
contig21363,AT2G43680
contig21364,AT2G43680
contig21365,AT2G43680
contig21366,AT2G43680
contig21367,AT2G29500
contig21368,AT1G53540
contig21369,AT1G53540
contig2137,AT5G67590
contig21370,AT2G29500
contig21371,AT1G53540
contig21372,AT3G46230
contig21373,AT1G53540
contig21374,AT1G53540
contig21375,AT4G15570
contig21376,AT4G15570
contig21377,AT4G15570
contig21379,AT4G15570
contig2138,AT5G67590
contig21383,AT2G30700
contig21384,ATCG01010
contig21385,AT5G05170
contig21386,AT5G05170
contig21387,AT3G05810
contig21388,AT3G05810
contig21389,AT3G05810
contig2139,AT3G24030
contig21390,AT3G05810
contig21391,AT3G05810
contig21392,AT3G05810
contig21393,AT3G05810
contig21394,AT2G40930
contig21395,AT2G40930
contig21396,AT1G53025
contig21397,AT1G53025
contig21399,AT1G62640
contig214,AT2G45530
contig2140,AT3G24030
contig21400,AT2G45830
contig21405,AT2G07050
contig21406,AT2G07050
contig21407,AT4G15530
contig21408,AT4G15530
contig21409,AT4G15530
contig2141,AT3G24090
contig21410,AT4G15530
contig21411,AT4G15530
contig21412,AT4G15530
contig21413,AT4G15530
contig21414,AT4G15530
contig21415,AT4G15530
contig21416,AT4G15530
contig21417,AT4G15530
contig21418,AT5G55860
contig21419,AT2G44730
contig2142,AT3G24090
contig21420,AT5G11640
contig21421,AT5G11640
contig21422,AT1G73460
contig21423,AT1G73460
contig21424,AT1G73460
contig21425,AT1G73460
contig21426,AT1G73460
contig21427,AT4G25570
contig21428,AT4G25570
contig2143,AT4G20310
contig21437,AT5G42000
contig21438,AT5G42000
contig21439,AT5G42000
contig21440,AT5G42000
contig21442,AT3G51270
contig2145,AT4G20310
contig21450,AT3G22260
contig21451,AT3G22260
contig21452,AT2G39800
contig21453,AT3G55610
contig21454,AT3G55610
contig21456,AT3G55610
contig21457,AT3G55610
contig21458,AT3G55610
contig21459,AT3G55610
contig2146,AT3G54890
contig21460,AT3G55610
contig21461,AT3G55610
contig21462,AT3G55610
contig21463,AT3G55610
contig21464,AT3G55610
contig21467,AT1G29690
contig21468,AT1G29690
contig21469,AT1G29690
contig2147,AT3G54890
contig21470,AT4G22220
contig21471,AT4G22220
contig21472,AT1G05960
contig21473,AT1G05960
contig21475,AT1G05960
contig21476,AT1G05960
contig21477,AT1G05960
contig21478,AT1G05960
contig21479,AT4G22670
contig2148,AT3G54890
contig21480,AT4G22670
contig21481,AT4G22670
contig21482,AT4G22670
contig21483,AT5G18810
contig21484,AT5G18810
contig21485,AT5G18810
contig21486,AT5G18810
contig21487,AT5G18810
contig21488,AT5G18810
contig21489,AT5G18810
contig2149,AT5G57010
contig21490,AT5G18810
contig21491,AT5G18810
contig21492,AT4G14030
contig21493,AT4G14030
contig21494,AT4G14040
contig21495,AT3G27310
contig21496,AT3G27310
contig21497,AT5G54160
contig21498,AT5G54160
contig21499,AT1G23190
contig2150,AT5G57010
contig21500,AT1G23190
contig21501,AT1G23190
contig21502,AT1G23190
contig21503,AT1G23190
contig21505,AT4G01240
contig21506,AT3G10220
contig21507,AT3G10220
contig21508,AT3G10220
contig21509,AT5G48160
contig21510,AT5G48160
contig21511,AT3G07780
contig21512,AT5G48160
contig21513,AT5G48160
contig21514,AT5G48160
contig21515,AT5G48160
contig21516,AT5G48160
contig21517,AT5G48160
contig21520,AT5G48160
contig21521,AT5G48160
contig21522,AT4G37220
contig21523,AT3G50830
contig21524,AT3G42180
contig21525,AT3G50830
contig21526,AT3G50830
contig21527,AT4G39910
contig21528,AT4G39910
contig21529,AT5G15450
contig21530,AT5G15450
contig21531,AT4G08850
contig21532,AT1G35710
contig21537,AT1G06060
contig21538,AT1G06060
contig21539,AT3G01590
contig21540,AT3G01590
contig21541,AT3G01590
contig21542,AT3G01590
contig21543,AT3G01590
contig21544,AT3G01590
contig21545,AT3G01590
contig21546,AT3G01590
contig21547,AT3G01590
contig21548,AT5G14500
contig21549,AT3G01590
contig2155,AT3G10360
contig21550,AT3G01590
contig21551,AT3G07270
contig21552,AT3G07270
contig21553,AT5G12200
contig21554,AT5G12200
contig21555,AT5G12200
contig21556,AT5G12200
contig21557,AT5G12200
contig21558,AT5G12200
contig21559,AT5G12200
contig2156,AT3G10360
contig21560,AT5G12200
contig21561,AT5G12200
contig21564,AT5G56680
contig21565,AT5G56680
contig21566,AT5G56680
contig21567,AT5G56680
contig21568,AT5G56680
contig2157,AT5G13630
contig21571,ATCG00040
contig21572,ATCG00040
contig21575,AT1G07705
contig21576,AT1G07705
contig21578,AT3G05760
contig21579,AT3G05760
contig21580,AT3G05760
contig21581,AT3G05760
contig21582,AT3G05760
contig21583,AT3G05760
contig21584,AT3G05760
contig21585,AT3G05760
contig21586,AT3G05760
contig21587,AT3G05760
contig21588,AT4G32660
contig2159,AT5G13630
contig21590,AT4G32660
contig21591,AT4G32660
contig21592,AT4G32660
contig21594,AT4G32660
contig21595,AT4G32660
contig21596,AT2G19430
contig21597,AT2G19430
contig21598,AT1G28420
contig21599,AT1G28420
contig2160,AT5G13630
contig21600,AT1G28420
contig21601,AT2G39730
contig21602,AT2G39730
contig21603,AT2G39730
contig21605,AT5G08650
contig21606,AT5G08650
contig21607,AT5G08650
contig21608,AT5G08650
contig21609,AT5G08650
contig2161,AT5G13630
contig21610,AT5G08650
contig21612,AT5G08650
contig21613,AT5G08650
contig21614,AT2G33570
contig21615,AT2G33570
contig21616,AT2G33570
contig21617,AT5G66780
contig21618,AT5G66780
contig21619,AT5G66780
contig2162,AT5G13630
contig21620,AT5G66780
contig21621,AT5G66780
contig21622,AT5G66780
contig21623,AT5G66780
contig21627,AT2G05100
contig21628,AT2G05070
contig21629,AT2G38730
contig21630,AT2G38730
contig21636,AT5G48890
contig2165,AT2G18950
contig21655,AT5G14500
contig21656,AT5G14500
contig2166,AT3G13080
contig21660,AT2G28190
contig21661,AT2G18230
contig21662,AT2G18230
contig21665,AT2G18230
contig21666,AT2G18230
contig21667,AT2G18230
contig21668,AT2G18230
contig2167,AT3G13080
contig21670,AT5G12380
contig21671,AT5G12380
contig21674,AT2G27040
contig21675,AT2G27040
contig21676,AT5G21150
contig21677,AT5G21150
contig21678,AT5G21150
contig21679,AT5G21150
contig2168,AT3G13100
contig21683,AT2G40435
contig21685,AT2G40435
contig21686,AT2G40435
contig21687,AT2G40435
contig21688,AT2G40435
contig2169,AT3G25840
contig21690,AT2G40435
contig21691,AT2G40435
contig21692,AT2G40435
contig21694,ATCG00270
contig21695,ATCG00270
contig21696,ATCG00270
contig21697,ATCG00270
contig21698,ATCG00270
contig217,AT1G29040
contig2170,AT3G25840
contig21700,ATCG00270
contig21707,AT3G01180
contig21708,AT3G01180
contig21709,AT3G01180
contig21710,AT3G01180
contig21711,AT3G01180
contig21712,AT3G01180
contig21713,AT3G01180
contig21714,AT2G43200
contig21715,AT2G43200
contig21716,AT2G43200
contig2172,AT5G52640
contig21720,AT4G36380
contig21721,AT4G36380
contig21722,AT4G36380
contig21724,AT1G04770
contig21725,AT1G04770
contig21727,AT1G04770
contig21728,AT1G04770
contig21729,AT1G04770
contig2173,AT5G52640
contig21730,AT1G04770
contig21731,AT5G48850
contig21732,AT1G04770
contig21733,AT1G04770
contig21734,AT1G04770
contig21735,AT1G04770
contig21740,AT5G01215
contig21741,AT2G39980
contig21743,AT2G21070
contig21744,AT2G21070
contig21745,AT2G21070
contig21746,AT2G21070
contig21748,AT2G21070
contig21750,AT3G07030
contig21751,AT3G07030
contig21752,AT5G17125
contig21753,AT3G07030
contig21754,AT3G07030
contig21755,AT3G07030
contig21756,AT3G07030
contig21757,AT3G15354
contig21759,AT3G56190
contig21760,AT3G56190
contig21761,AT3G56190
contig21762,AT3G56190
contig21763,AT5G63320
contig21764,AT5G63320
contig21765,AT5G63320
contig21766,AT5G63320
contig21767,AT5G63320
contig21768,AT5G63320
contig21770,AT5G24710
contig21771,AT5G63940
contig21772,AT1G77280
contig21777,AT3G56820
contig21779,AT2G35360
contig21780,AT2G35360
contig21781,AT1G79730
contig21782,AT1G79730
contig21783,AT1G79730
contig21784,AT1G79730
contig21786,AT1G79730
contig21787,AT1G79730
contig21788,AT1G79730
contig21789,AT1G79730
contig2179,AT5G13470
contig21791,AT4G38600
contig21793,AT5G41760
contig21794,AT5G41760
contig21795,AT5G41760
contig21796,AT1G12380
contig21797,AT1G12380
contig21798,AT1G08370
contig21799,AT1G08370
contig218,AT1G29040
contig2180,AT5G13470
contig21800,AT3G24570
contig21801,AT3G24570
contig21802,AT3G55400
contig21803,AT3G55400
contig21805,AT1G78080
contig21806,AT1G78080
contig21807,AT1G78080
contig21808,AT1G36060
contig2181,AT5G13470
contig21810,AT5G22830
contig21812,AT3G57990
contig21813,AT3G57990
contig21814,AT3G57990
contig21815,AT3G57990
contig21817,AT3G18660
contig21818,AT1G77130
contig21819,AT1G77130
contig2182,AT5G13470
contig21820,AT3G18660
contig21821,AT1G77130
contig21822,AT3G14940
contig21823,AT3G14940
contig21824,AT3G14940
contig21825,AT3G14940
contig21826,AT3G14940
contig21827,AT3G14940
contig21828,AT3G14940
contig21829,AT3G14940
contig21830,AT3G14940
contig21831,AT5G03720
contig21832,AT5G03720
contig21836,AT1G76630
contig21837,AT1G76630
contig21838,AT1G76630
contig21839,AT1G76630
contig21840,AT1G76630
contig21841,AT1G76630
contig21842,AT1G76630
contig21843,AT1G76630
contig21844,AT3G46570
contig21845,AT3G46570
contig21846,AT1G05840
contig21847,AT1G05840
contig21848,AT1G05680
contig2185,AT1G50030
contig21852,AT5G03170
contig21856,AT3G22990
contig21857,AT3G22990
contig21859,AT5G64940
contig2186,AT1G50030
contig21860,AT5G64940
contig21862,AT5G64940
contig21863,AT5G64940
contig21864,AT5G64940
contig21865,AT5G64940
contig21866,AT2G41830
contig21867,AT2G41830
contig21868,AT2G39260
contig21869,AT2G39260
contig2187,AT1G50030
contig21871,AT1G56220
contig21872,AT1G56220
contig2188,AT1G50030
contig21880,AT5G67290
contig21881,AT5G67290
contig21882,AT2G15290
contig21883,AT5G67290
contig21885,AT2G36305
contig2189,AT1G50030
contig21890,AT2G18410
contig21891,AT2G18410
contig21892,AT4G30820
contig21893,AT4G30820
contig21894,AT4G30820
contig21895,AT4G30820
contig21897,AT4G30820
contig21898,AT4G30820
contig219,AT1G16010
contig2190,AT1G09710
contig21900,AT4G30820
contig21903,AT5G44790
contig21904,AT5G44790
contig21905,AT5G44790
contig21906,AT5G44790
contig21907,AT5G44790
contig21908,AT3G08550
contig21909,AT3G57200
contig2191,AT1G09710
contig21910,AT3G08550
contig21911,AT3G57200
contig21912,AT5G61790
contig21913,AT3G03990
contig21914,AT3G03990
contig21915,AT5G61460
contig21916,AT5G61460
contig21917,AT5G61460
contig21918,AT5G61460
contig21919,AT5G61460
contig21920,AT5G61460
contig21922,AT5G61460
contig21924,AT5G61460
contig21925,AT5G61460
contig21926,AT5G61460
contig21928,AT5G61460
contig21929,AT5G41700
contig21930,AT5G67530
contig21931,AT5G67530
contig21932,AT5G67530
contig21933,AT5G67530
contig21934,AT5G67530
contig21935,AT2G31560
contig21936,AT2G31560
contig21939,AT5G19860
contig2194,AT1G09710
contig21941,AT5G19860
contig21947,AT1G77320
contig21948,AT1G77320
contig21949,AT1G77320
contig21950,AT1G77320
contig21951,AT1G77320
contig21954,AT2G33530
contig21955,AT2G33530
contig21956,AT2G33530
contig21957,AT2G34710
contig21958,AT2G34710
contig21959,AT5G08340
contig21960,AT5G08340
contig21962,AT5G26110
contig21963,AT5G26110
contig21965,AT5G26110
contig21966,AT5G16370
contig21969,AT5G05540
contig2197,AT5G53150
contig21970,AT5G05540
contig21971,AT5G05540
contig21972,AT5G42050
contig21973,AT5G42050
contig21974,AT2G22540
contig21976,AT1G61700
contig21977,AT1G61700
contig21978,AT1G61700
contig21979,AT1G61700
contig2198,AT5G53150
contig21980,AT1G61700
contig21981,AT3G25110
contig21982,AT3G25110
contig21983,AT4G13050
contig21984,AT3G47640
contig21985,AT3G47640
contig21986,AT3G47640
contig21987,AT3G47640
contig2199,AT2G25560
contig21991,AT5G58787
contig21992,AT5G01520
contig21993,AT5G58787
contig21995,AT4G16070
contig21996,AT4G16070
contig21997,AT5G60980
contig21998,AT3G25150
contig22,AT3G62040
contig220,AT1G16010
contig22003,AT3G24160
contig22004,AT3G24160
contig22006,AT3G24160
contig22007,AT3G04560
contig22008,AT3G04560
contig22009,AT3G04560
contig22011,AT5G05170
contig22012,AT5G05170
contig22013,AT5G05170
contig22014,AT5G03860
contig22015,AT5G03860
contig22016,AT3G29320
contig22017,AT3G29320
contig22018,AT2G01140
contig22019,AT3G04500
contig22020,AT3G04500
contig22021,AT3G04500
contig22023,AT3G04500
contig22028,AT2G21170
contig22029,AT2G21170
contig22031,AT5G40760
contig22033,AT2G21170
contig22034,AT2G21170
contig22035,AT2G21170
contig22036,AT1G14000
contig22037,AT1G14000
contig22038,AT1G14000
contig22039,AT1G14000
contig2204,AT5G18570
contig22040,AT1G14000
contig22041,AT1G14000
contig22042,AT1G14000
contig22043,AT1G14000
contig22047,AT1G21410
contig22048,AT1G21410
contig22049,AT1G21410
contig22050,AT3G60860
contig22051,AT3G60860
contig22052,AT3G60860
contig22053,AT3G60860
contig22054,AT3G60860
contig22055,AT3G60860
contig22056,AT3G60860
contig22057,AT1G01960
contig22058,AT3G60860
contig22059,AT3G60860
contig22060,AT3G60860
contig22061,AT3G60860
contig22069,AT1G50240
contig22070,AT1G50240
contig22071,AT5G10420
contig22072,AT5G10420
contig22073,AT5G10420
contig22078,AT3G16980
contig22081,AT1G12860
contig22082,AT1G02475
contig22083,AT1G02475
contig22084,AT3G56150
contig22085,AT3G56150
contig22086,AT3G56150
contig22088,AT3G56150
contig22089,AT3G56150
contig22090,AT3G56150
contig22091,AT1G55120
contig22092,AT3G13790
contig22093,AT3G13790
contig22094,AT3G13790
contig22095,AT3G13790
contig22096,AT4G35580
contig22100,AT4G35580
contig22101,AT4G35580
contig22103,AT4G35580
contig22104,AT4G35580
contig22105,AT1G27930
contig22106,AT1G27930
contig22108,AT1G27930
contig22109,AT2G24765
contig22110,AT2G24765
contig22116,AT3G47640
contig22120,AT1G70490
contig2213,AT1G08130
contig22130,AT5G14270
contig22131,AT5G14270
contig22132,AT1G11870
contig22135,AT1G11870
contig22136,AT1G11870
contig22137,AT1G11870
contig22139,AT1G11870
contig22140,AT1G11870
contig22141,AT1G14650
contig22142,AT1G14650
contig22144,AT1G14650
contig22145,AT1G14650
contig22146,AT1G14650
contig22147,AT1G14650
contig22148,AT1G78070
contig22149,AT1G78070
contig22150,AT1G78070
contig22151,AT1G78070
contig22152,AT1G78070
contig22153,AT1G78070
contig22158,AT5G03555
contig22159,AT5G03555
contig22162,AT5G62190
contig22163,AT5G62190
contig22164,AT5G62190
contig22165,AT5G62190
contig22166,AT1G48430
contig22167,AT3G17770
contig22168,AT1G48430
contig22169,AT3G17770
contig22170,AT1G56410
contig22171,AT1G56410
contig22172,AT4G23050
contig22174,AT5G40740
contig22175,AT5G40740
contig22176,AT5G40740
contig22177,AT5G62670
contig22178,AT5G62670
contig22179,AT2G18700
contig22180,AT2G18700
contig22183,AT4G20400
contig22185,AT4G20400
contig22186,AT4G29130
contig22187,AT4G29130
contig22188,AT4G29130
contig22189,AT4G29130
contig22190,AT1G56170
contig22191,AT1G54830
contig22192,AT1G56170
contig22193,AT5G37310
contig22194,AT5G37310
contig22195,AT2G01650
contig22197,AT2G01650
contig22198,AT2G01650
contig2220,AT4G34570
contig22201,AT2G01650
contig22202,AT2G01650
contig22203,AT2G01650
contig22204,AT4G01310
contig22205,AT4G01310
contig22206,AT2G45580
contig22208,AT5G03290
contig22209,AT5G03290
contig2221,AT2G16370
contig22210,AT5G03290
contig22211,AT5G03290
contig22212,AT5G03290
contig22214,AT3G55140
contig22215,AT1G73180
contig22216,AT1G73180
contig22217,AT5G28960
contig22218,AT5G28910
contig22219,AT5G28910
contig2222,AT2G16370
contig22222,AT4G30310
contig22223,AT4G30310
contig22224,AT4G30310
contig22225,AT4G30310
contig22226,AT4G30310
contig22227,AT4G30310
contig22228,AT4G30310
contig22229,AT4G30310
contig2223,AT4G34570
contig22230,AT4G30310
contig22231,AT4G30310
contig22232,AT4G30310
contig22233,AT4G30310
contig22234,AT4G30310
contig22235,AT4G30310
contig22236,AT4G30310
contig22237,AT4G30310
contig22238,AT4G30310
contig22239,AT4G30310
contig2224,AT4G34570
contig22241,AT4G30310
contig22242,AT4G30310
contig22245,AT5G58020
contig22246,AT5G58020
contig22247,AT5G58020
contig22248,AT5G58020
contig22249,AT5G38520
contig2225,AT4G34570
contig22250,AT5G38520
contig22251,AT4G02820
contig22253,AT4G02820
contig22254,AT5G61770
contig22255,AT5G61770
contig22256,AT3G20790
contig2226,AT1G72280
contig22260,AT1G79280
contig22261,AT1G79280
contig22262,AT4G20440
contig22263,AT4G20440
contig22266,AT4G20440
contig22267,AT4G20440
contig22272,AT4G33920
contig22276,AT5G13390
contig22278,AT5G13390
contig22279,AT4G33080
contig2228,AT5G62190
contig22280,AT4G33080
contig22281,AT4G10930
contig22282,AT4G10940
contig22283,AT5G57970
contig22284,AT5G57970
contig22285,AT5G57970
contig22286,AT5G57970
contig22288,AT3G19510
contig22289,AT3G19510
contig2229,AT5G62190
contig22290,AT3G19510
contig22291,AT3G19510
contig22297,AT3G09010
contig22298,AT3G09010
contig22299,AT2G17290
contig2230,AT5G62190
contig22300,AT2G17290
contig22301,AT2G17290
contig22302,AT2G17290
contig22303,AT2G17290
contig22304,AT2G17290
contig22305,AT2G17290
contig22306,AT2G17290
contig22307,AT4G38230
contig22308,AT4G21210
contig2231,AT5G62190
contig22312,AT1G45976
contig22314,AT4G24690
contig22315,AT4G24690
contig22318,AT1G72810
contig22319,AT4G29840
contig2232,AT5G62190
contig22323,AT1G29370
contig22324,AT1G29370
contig22325,AT1G73230
contig22326,AT1G73230
contig22327,AT5G63110
contig22328,AT5G63110
contig22329,AT2G14530
contig2233,AT5G62190
contig22330,AT2G33500
contig22331,AT2G37010
contig22333,AT5G65650
contig22335,AT2G48060
contig22336,AT2G48060
contig2234,AT5G62190
contig22340,AT1G14410
contig22347,AT5G62700
contig22348,AT5G62700
contig22349,AT5G12250
contig2235,AT5G62190
contig22350,AT5G44340
contig22351,AT4G18140
contig22352,AT4G18140
contig22353,AT4G18140
contig22354,AT4G18140
contig22355,AT4G18140
contig22356,AT4G18140
contig22357,AT4G18140
contig22358,AT4G18140
contig22359,AT3G03770
contig2236,AT3G31005
contig22361,AT3G03770
contig22362,AT3G03770
contig22366,AT1G15410
contig22367,AT1G15410
contig22368,AT1G15410
contig22369,AT1G15410
contig2237,AT3G31005
contig22370,AT3G22750
contig22371,AT3G22750
contig22372,AT3G22750
contig22373,AT3G22750
contig22374,AT3G22750
contig22375,AT3G22750
contig22376,AT3G22750
contig22377,AT3G22750
contig22378,AT3G22750
contig22379,AT3G22750
contig2238,AT3G31005
contig22380,AT3G22750
contig22381,AT3G22750
contig22382,AT3G22750
contig22384,AT3G22750
contig22385,AT3G22750
contig22387,AT3G22750
contig22388,AT3G22750
contig22389,AT3G22750
contig2239,AT3G31005
contig22390,AT3G22750
contig22391,AT2G30710
contig22392,AT2G30710
contig22394,AT2G30710
contig22395,AT4G08960
contig22396,AT2G30710
contig22397,AT2G30710
contig22398,AT3G12390
contig22399,AT3G12390
contig224,AT5G20140
contig2240,AT3G31005
contig22400,AT3G12390
contig22401,AT3G12390
contig22402,AT3G12390
contig22403,AT3G12390
contig22404,AT3G12390
contig22405,AT2G42450
contig22406,AT2G42450
contig2241,AT1G70630
contig22412,AT3G15030
contig22413,AT3G15030
contig22415,AT1G73820
contig22418,AT1G14060
contig22419,AT1G14060
contig2242,AT1G70630
contig22420,AT1G06430
contig22421,AT2G30950
contig22422,AT2G30950
contig22423,AT2G30950
contig22424,AT2G30950
contig22425,AT1G06430
contig22426,AT2G30950
contig22427,AT2G30950
contig22428,AT2G30950
contig22429,AT2G30950
contig2243,AT4G32890
contig22430,AT1G06430
contig22431,AT2G30950
contig22432,AT3G01740
contig22433,AT3G01740
contig22434,AT3G01740
contig22435,AT3G01740
contig22436,AT3G01740
contig22437,AT3G47980
contig22438,AT3G47980
contig22439,AT3G03560
contig2244,AT4G32890
contig22442,AT3G03560
contig22443,AT3G03560
contig22446,AT3G03560
contig22447,AT3G42630
contig22449,AT3G53450
contig2245,AT3G09390
contig22450,AT3G53450
contig22451,AT1G29790
contig22452,AT1G29790
contig22453,AT4G32760
contig22454,AT4G32760
contig22455,AT4G32760
contig22456,AT4G32760
contig22457,AT3G08790
contig22458,AT4G21990
contig22459,AT4G21990
contig2246,AT3G09390
contig22460,AT1G76150
contig22461,AT1G76150
contig22462,AT1G76150
contig22464,AT1G76150
contig22465,AT1G76150
contig22466,AT1G06210
contig22467,AT1G06210
contig2247,AT3G09390
contig22477,AT3G19508
contig2248,AT3G09390
contig22486,AT5G16990
contig22487,AT5G16960
contig22488,AT5G17000
contig22489,AT5G16960
contig2249,AT3G09390
contig22490,AT5G22040
contig22496,AT1G75210
contig22497,AT1G75210
contig22498,AT4G24220
contig22499,AT4G24220
contig225,AT5G20140
contig2250,AT3G09390
contig22500,AT4G24220
contig22501,AT4G24220
contig22502,AT4G24220
contig22503,AT4G24220
contig22504,AT4G24220
